Player,Team,TS%,eFG%,Total S %,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,USG%,PPR,PPS,ORtg,DRtg,eDiff,FIC,PER,GP,MPG,PPG,FGM,FGA,FG%,3:00 PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,AST/TO,FTR,3PATR,SQ,HT,POS,CLASS,CONFERENCE,SEASON,YEAR,POS-GROUP,NAT,TEAM_NAME,LEAGUE,DOB,TIER
Jameel Brown,TEM,0.587,0.548,155.7,1.9,10.7,6.6,7.1,7.7,3.5,0.8,14.9,0.3,1.4,124.3,105.2,19.1,33.3,15.2,8,15.9,5.3,1.5,3.9,0.387,1.3,3.4,0.37,1,1.3,0.8,0.3,1.6,1.9,0.6,1,0.1,0.4,1.1,1.50,33.3,87.2,71.2,6-4,G,Jr,AAC,24-25,25,GUARD,USA,Temple,NCAA,-,High-Major
Gyasi Powell,LIP,0.567,0.532,172.2,2.8,10.4,6.9,8.5,7.8,1.9,0.2,18.6,0.4,1.2,116.2,102.2,14,272.9,15.2,35,31.4,11.6,3.9,9.4,0.413,2.2,5.9,0.377,1.6,1.7,0.932,0.7,2.9,3.5,1.5,1,0.1,0.9,1.2,1.67,18.1,62.8,79.3,6-3,PG,Sr,A-SUN,24-25,25,GUARD,USA,Lipscomb,NCAA,-,Low-Major
Keitenn Bristow,TARST,0.541,0.509,158.5,7.3,15.5,11.4,13.5,19.7,2.4,4.5,25.6,-6.3,1.2,97.7,98.3,-0.6,140.6,15.2,23,26.4,11.3,4.3,9.4,0.461,0.9,2.8,0.328,1.7,2.1,0.796,1.4,2.9,4.3,1.4,1.1,0.9,2.6,3.3,0.54,22.3,29.8,55.8,6-10,F,Fr,WAC,24-25,25,FORWARD,USA,Tarleton State,NCAA,-,Mid-Major
Xavier Brown,JMU,0.495,0.473,141,1.2,13.4,7.2,18,10.1,3,0.4,21.7,2,1.1,108.1,104.5,3.7,228,15.2,32,29,10.7,3.7,9.8,0.378,1.9,5.4,0.345,1.4,2,0.688,0.3,3,3.3,2.7,1.4,0.1,1.2,1.9,2.25,20.4,55.1,70.1,6-2,G,Jr,Sun Belt,24-25,25,GUARD,USA,James Madison,NCAA,-,Mid-Major
Ben Shtolzberg,UCSB,0.611,0.518,165.2,2.1,14.7,8.6,20.7,16.1,1.4,0.7,14.7,3.2,1.5,124.9,103.8,21.1,124.5,15.2,33,13.6,3.8,1.3,2.5,0.5,0.1,0.5,0.2,1.2,1.3,0.952,0.2,1.6,1.8,1.5,0.3,0.1,0.6,0.9,2.50,52.0,20.0,46.6,6-4,G,Jr,BWC,24-25,25,GUARD,USA,UC Santa Barbara,NCAA,-,Mid-Major
Randy Brady,USA,0.572,0.518,158.8,5,18,11.6,21.4,21.6,2.3,1.9,14.7,2.1,1.4,113.6,97.9,15.7,144.1,15.2,26,18.3,4.5,1.3,3.2,0.427,0.6,1.4,0.405,1.2,1.6,0.756,0.7,2.8,3.5,2.2,0.7,0.2,1.1,1.5,2.00,50.0,43.8,56.3,6-5,SG,Jr,Sun Belt,24-25,25,GUARD,USA,South Alabama,NCAA,10/18/2002,Mid-Major
Jaylon Gibson,CHASO,0.6,0.622,112.2,9.2,22.1,15.5,3.1,15.9,0.3,4,17.3,-4.6,1.6,110.4,107.1,3.3,56.5,15.2,12,16.1,5.8,2.3,3.8,0.622,0,0,0,1.2,2.3,0.5,1.3,2.9,4.2,0.3,0.1,0.7,0.9,1.9,0.33,60.5,0.0,32.1,6-10,C,Sr,BSC,24-25,25,BIG,USA,Charleston Southern,NCAA,-,Low-Major
Johnathan Pace,MVSU,0.59,0.55,121.7,13.7,11.7,12.7,0,12.9,0.5,5.1,14.8,-3.6,1.6,117,123.5,-6.6,27.9,15.2,19,6,1.7,0.6,1.1,0.55,0,0,0,0.5,0.8,0.667,0.6,0.5,1.2,0,0.1,0.3,0.2,0.5,0.00,72.7,0.0,34.6,6-10,F,Fr,SWC,24-25,25,FORWARD,USA,Mississippi Valley State,NCAA,-,Low-Major
Zach Laput,DAV,0.563,0.545,147.5,7.8,10.8,9.3,12.6,13,1.7,0,18.9,-0.2,1.3,112.7,108.7,4,201.5,15.2,33,24.6,8.5,3.2,6.7,0.482,0.8,2.7,0.315,1.2,1.7,0.679,1.5,2.1,3.6,1.6,0.7,0,1.1,1.9,1.45,25.4,40.3,56.5,6-4,G,Sr,A-10,24-25,25,GUARD,USA,Davidson,NCAA,-,High-Major
Paris Dawson,SEA,0.535,0.459,153.7,2.2,14.5,8,15.3,12.1,2.5,0.5,21.2,-0.3,1.3,109.9,98.7,11.1,184,15.2,30,25.6,10.1,2.8,7.6,0.371,1.3,3.9,0.345,3.1,3.7,0.821,0.5,2.7,3.2,1.8,1.1,0.1,1.3,2.1,1.38,48.7,51.3,67.6,6-2,PG,Sr,WCC,24-25,25,GUARD,USA,Seattle,NCAA,-,High-Major
"Jason Fontenet, Jr.",UCSB,0.535,0.481,150.4,4.8,20.8,13.1,17,15.1,1.7,1.1,19.6,0.5,1.3,110.4,101.3,9.1,289.4,15.2,34,29.4,9.9,3.2,7.7,0.416,1,3.1,0.318,2.5,3.2,0.771,1.1,4.9,6,2.7,0.9,0.3,1.6,2.6,1.69,41.6,40.3,60.1,6-6,F,So,BWC,24-25,25,FORWARD,USA,UC Santa Barbara,NCAA,10/18/2004,Mid-Major
Ring Malith,SIUE,0.499,0.451,145.8,7.1,20,13.5,8.5,12.1,1.5,2.6,20.8,-2.1,1.2,104.6,96.2,8.4,296.6,15.2,34,30.8,11.1,3.7,9.6,0.388,1.2,3.9,0.308,2.4,3.2,0.761,1.9,5.1,7,1.4,0.8,0.7,1.5,2,0.93,33.3,40.6,61.7,6-9,C,Jr,OVC,24-25,25,BIG,SSD,SIU Edwardsville,NCAA,-,Low-Major
Papa Amadou Kante,PITT,0.582,0.552,117.7,10.4,11.1,10.7,4.7,14.8,2.4,5.8,16.3,-2.9,1.6,117.3,102.8,14.4,34,15.1,22,6.8,2.1,0.7,1.3,0.552,0,0.1,0,0.7,1.1,0.625,0.5,0.6,1.1,0.2,0.3,0.3,0.3,1.3,0.67,84.6,7.7,36.7,6-10,C,Fr,ACC,24-25,25,BIG,SEN,Pittsburgh,NCAA,10/27/2003,Power 5
Eric Van Der Heijden,CAM,0.488,0.472,142.9,9.4,16.1,12.7,25.7,16.3,1.9,3.9,16.1,4.1,1,109.6,100.6,9,138.5,15.1,32,14.1,3.4,1.4,3.3,0.415,0.4,1.3,0.3,0.3,0.4,0.714,1,1.7,2.8,1.9,0.4,0.5,0.7,1.8,2.71,12.1,39.4,45.3,6-9,C,Sr,CAA,24-25,25,BIG,USA,Campbell,NCAA,8/8/2002,Mid-Major
Eemeli Yalaho,TXTCH,0.61,0.639,148.4,9.2,16.3,13.1,11.1,15.8,1.3,1.2,14.5,0,1.4,123,94.9,28.1,26.6,15.1,8,11.4,3.3,1.3,2.3,0.556,0.4,0.8,0.5,0.4,0.9,0.429,0.8,1.6,2.4,0.8,0.3,0.1,0.5,1,1.60,39.1,34.8,51.3,6-8,F,So,B12,24-25,25,FORWARD,FIN,Texas Tech,NCAA,5/23/2004,Power 5
Renars Sondors,ULM,0.571,0.564,139.5,9.3,22.1,15.8,11.8,20.4,0.8,0.9,22.7,-5.5,1.2,101.5,98.1,3.4,43.5,15.1,10,13.7,5.8,2.1,4.7,0.447,1.1,3.4,0.324,0.5,0.8,0.625,1.1,2.7,3.8,0.8,0.2,0.1,1.3,1.1,0.62,17.0,72.3,63.9,6-9,F,Fr,Sun Belt,24-25,25,FORWARD,LAT,Louisiana Monroe,NCAA,12/23/2005,Mid-Major
Elijah Hawkins,TXTCH,0.482,0.418,148.1,1.9,11.9,6.9,32.9,17.3,2.9,0.5,18.4,7.5,1.1,113.3,100.9,12.4,334.1,15.1,35,31.9,9.1,2.6,8.1,0.323,1.5,4.9,0.316,2.3,2.7,0.842,0.5,3,3.5,6.5,1.5,0.1,2,2.7,3.25,33.3,60.5,70.1,5-11,PG,Sr,B12,24-25,25,GUARD,USA,Texas Tech,NCAA,7/9/2002,Power 5
Jerrell Colbert,SMU,0.659,0.636,131.1,12,13.8,13,5.2,28.4,2.8,9.2,15.4,-6.6,1.9,109.4,98.1,11.3,73.3,15.1,32,8.8,2.6,0.9,1.4,0.636,0,0,0,0.8,1.3,0.675,0.8,1,1.8,0.3,0.4,0.7,0.8,2.1,0.38,92.9,0.0,39.1,6-10,C,Jr,ACC,24-25,25,BIG,USA,SMU,NCAA,8/27/2002,Power 5
Tramon Mark,TEXAS,0.514,0.475,149.9,1,15.6,8.4,11.9,8.3,1.8,1.8,21.6,0.7,1.2,109.3,105.8,3.4,187.1,15.1,29,26.9,10.6,3.7,9,0.406,1.2,3.6,0.346,2,2.7,0.747,0.2,3.4,3.7,1.7,0.8,0.4,0.9,2.4,1.89,30.0,40.0,61.1,6-5,PG,Sr,SEC,24-25,25,GUARD,USA,Texas,NCAA,9/30/2001,Power 5
Derek Vorst,INDST,0.512,0.473,137.2,12.8,19.5,16.2,16.6,19.9,1.1,5.6,20.3,-1.9,1.2,104.7,107.7,-3,63,15.1,16,12,4.1,1.5,3.4,0.436,0.3,1.1,0.235,0.9,1.3,0.7,1.3,1.9,3.2,1.1,0.3,0.6,1,1.7,1.10,38.2,32.4,45.0,6-10,C,So,MVC,24-25,25,BIG,USA,Indiana State,NCAA,-,High-Major
Hayden Welling,UVU,0.491,0.461,144.4,6.8,13.2,10.1,7.9,8.8,1.8,5.6,20.9,-0.9,1.1,105.3,96.6,8.7,106.6,15.1,33,12.4,4.6,1.8,4.2,0.414,0.4,1.3,0.302,0.7,1,0.727,0.7,1.4,2.1,0.5,0.4,0.7,0.5,1.4,1.00,23.8,31.0,45.5,6-9,F,Jr,WAC,24-25,25,FORWARD,USA,Utah Valley,NCAA,-,Mid-Major
Nakavieon White,GASO,0.507,0.473,146.5,3.9,15.3,9.5,22.3,17.1,1.4,2.7,27.1,-2.1,1.1,100.8,107.3,-6.5,188.4,15.1,33,22,10.3,3.7,9,0.409,1.2,3.5,0.333,1.8,2.5,0.723,0.8,2.8,3.5,2.4,0.5,0.5,2.1,2.3,1.14,27.8,38.9,59.4,6-7,SF,Sr,Sun Belt,24-25,25,WING,USA,Georgia Southern,NCAA,-,Mid-Major
"Wayne Bristol, Jr.",HMPTN,0.528,0.483,161.6,7.5,15.8,11.3,6.9,11.9,1.8,1.2,19.1,-2.1,1.2,112.1,105.4,6.7,170.4,15.1,33,20.8,7.3,2.5,6.2,0.407,0.9,2.6,0.36,1.4,1.6,0.849,1.3,2.4,3.7,0.8,0.6,0.2,0.9,1.5,0.89,25.8,41.9,57.8,6-6,SG,Sr,CAA,24-25,25,GUARD,USA,Hampton,NCAA,-,Mid-Major
Gabriel Pozzato,UE,0.553,0.525,146.8,2.8,13,8,8,12.9,2.2,1.3,23.6,-3.2,1.3,102.8,108.6,-5.9,191.3,15.1,24,34.8,14.9,5.3,11.8,0.447,1.8,5.8,0.317,2.6,3.7,0.705,0.8,3.6,4.4,1.3,1.3,0.4,2,2.5,0.65,31.4,49.2,73.8,6-7,F,Fr,MVC,24-25,25,FORWARD,ITA,Evansville,NCAA,5/9/2005,High-Major
Gabe Madsen,U of U,0.529,0.489,154.7,0.6,9.5,5.1,16.6,11.9,1.9,0.3,26.9,-1,1.2,106.9,106.9,0,237.5,15.1,33,29.7,15.2,4.8,13,0.371,3.1,9.5,0.322,2.5,2.9,0.854,0.2,2.4,2.6,2.5,1,0.1,1.9,1.5,1.32,22.3,73.1,95.8,6-6,F,Sr,B12,24-25,25,FORWARD,USA,Utah,NCAA,5/1/2001,Power 5
Shane Nowell,PORTL,0.512,0.471,144,5.8,19.7,12.7,7.8,13,2.9,2.1,21.2,-2.5,1.2,105.3,97.3,8,127.3,15.1,30,16,6.2,2.1,5.1,0.409,0.6,2,0.317,1.3,1.9,0.714,0.7,2.5,3.2,0.7,0.8,0.3,0.9,1.9,0.78,37.3,39.2,52.6,6-6,SF,Sr,BSKY,24-25,25,WING,USA,Portland State,NCAA,-,Low-Major
Rob Brown III,NICH,0.548,0.518,155.4,2.1,11.6,6.8,6.4,9.2,1.6,0.3,21.8,-1.9,1.2,112,103.3,8.7,222.9,15.1,33,29.9,13,4.4,10.8,0.404,2.5,6.9,0.357,1.8,2.3,0.792,0.5,2.9,3.4,1,0.8,0.1,1.2,1.4,0.83,21.3,63.9,82.2,6-4,G,Sr,SLC,24-25,25,GUARD,USA,Nicholls,NCAA,-,Low-Major
Luca Colceag,NOCOL,0.586,0.597,122.3,4.4,15.2,10,8.6,13.5,0.9,8.2,17.7,-1,1.3,112,98.9,13.1,38.9,15.1,12,10.5,3.8,1.3,3,0.417,1.1,2.7,0.406,0.2,0.4,0.4,0.3,1.3,1.6,0.6,0.2,0.8,0.5,0.9,1.20,13.3,90.0,63.0,6-9,SF,Jr,BSKY,24-25,25,WING,ROM,Northern Colorado,NCAA,6/22/2003,Low-Major
Jamarii Thomas,SOCAR,0.516,0.453,146.8,2.6,10.5,6.6,22.3,15,2.5,0.8,26.3,-0.9,1.3,102.8,105.6,-2.8,188.9,15.1,28,29.9,13.2,3.8,10.3,0.372,1.7,4.6,0.362,3.9,5.3,0.735,0.6,2.4,2.9,3,1.3,0.2,2.3,2.5,1.30,51.5,44.7,69.3,5-10,G,Sr,SEC,24-25,25,GUARD,USA,South Carolina,NCAA,-,Power 5
Ametri Moss,UNF,0.504,0.475,131.7,4.3,10,7.1,29.4,20.9,2.6,0.4,23.3,1.1,1.2,102,113.8,-11.9,124.5,15.1,31,13.5,5.3,2,4.5,0.449,0.2,1,0.233,1.1,1.7,0.635,0.5,1.2,1.7,2.3,0.6,0.1,1.4,0.7,1.64,37.8,22.2,41.9,6-0,G,Sr,A-SUN,24-25,25,GUARD,USA,North Florida,NCAA,-,Low-Major
J.T. Warren,NSU,0.508,0.472,145.4,11.8,12,11.9,5.9,10.8,2.1,1.8,18.4,-1.9,1.1,110.7,105.4,5.3,113.1,15.1,32,14.2,4.5,1.7,3.9,0.424,0.4,1.4,0.273,0.8,1,0.758,1.3,1.3,2.6,0.4,0.5,0.2,0.5,1,0.80,25.6,35.9,47.1,6-7,F,Jr,SLC,24-25,25,FORWARD,USA,Northwestern State,NCAA,-,Low-Major
Selton Miguel,UMD,0.554,0.538,160.1,1,7,4.1,11,8,2,0.7,20,0.9,1.2,114.9,99.9,14.9,231.4,15.1,36,28.3,11.6,4.3,9.8,0.432,2.1,4.9,0.424,1.1,1.4,0.745,0.2,1.7,1.9,1.8,1,0.2,0.9,1.7,2.00,14.3,50.0,70.9,6-4,GF,Sr,B10,24-25,25,WING,ANG,Maryland,NCAA,10/24/2000,Power 5
Jaden Akins,MCHST,0.492,0.464,145.3,3,12.3,7.9,11.1,7.7,1.7,1.1,25.8,-0.3,1.1,106.1,99.1,7,243.8,15.1,37,27.3,12.8,4.8,11.9,0.398,1.6,5.4,0.293,1.7,2.3,0.762,0.6,2.9,3.5,1.5,0.8,0.3,1.1,1.4,1.36,19.3,45.4,67.9,6-4,G,Sr,B10,24-25,25,GUARD,USA,Michigan State,NCAA,2/25/2003,Power 5
Jermaine Coleman,STTOM,0.55,0.54,171.8,0,6.7,3.6,3.1,7.3,2,0,25.3,-2.4,1.1,103.9,101,2.9,11.6,15.1,9,5.9,3.1,1.2,2.8,0.44,0.6,2,0.278,0.1,0.1,1,0,0.3,0.3,0.1,0.2,0,0.2,0.1,0.50,3.6,71.4,57.3,6-7,F,Fr,Summit,24-25,25,FORWARD,USA,St. Thomas,NCAA,-,Low-Major
Austin Green,TXST,0.521,0.487,108.7,13,15.1,14.1,4.5,8.1,1.3,1.9,15.6,-0.8,1.4,119.5,106.3,13.2,96,15.1,29,12.5,3.7,1.3,2.7,0.487,0,0,0,1,1.7,0.6,1.2,1.6,2.8,0.3,0.3,0.2,0.3,1.1,1.00,63.0,0.0,30.5,6-8,F,Jr,Sun Belt,24-25,25,FORWARD,USA,Texas State,NCAA,-,Mid-Major
Ben Burnham,VT,0.556,0.545,158.1,7.3,16.8,12,8.3,11.5,1.4,2.1,18.2,-1.4,1.2,112.5,108.7,3.8,183.9,15.1,32,22,7.5,2.8,6.3,0.45,1.2,2.8,0.427,0.6,0.8,0.704,1.2,2.8,3.9,0.9,0.5,0.4,0.9,1.7,1.00,12.7,44.4,59.1,6-7,F,Sr,ACC,24-25,25,FORWARD,USA,Virginia Tech,NCAA,4/3/2002,Power 5
Abdou Tsimbila,FORD,0.565,0.543,127.8,13.2,21.2,17.1,4.2,23,1,7.8,16.3,-6.1,1.3,102.2,105.8,-3.6,201.3,15.1,33,19.7,5.7,2.5,4.6,0.543,0,0,0,0.8,1,0.735,2.3,3.4,5.6,0.4,0.3,1.5,1.5,2.7,0.27,21.7,0.0,29.3,6-9,C,Sr,A-10,24-25,25,BIG,CMR,Fordham,NCAA,6/15/2000,High-Major
Cam Tweedy,FDU,0.48,0.452,103.1,15,18.7,16.8,9.2,14.3,1.9,1.1,20.5,-2.6,1.2,103.7,104.5,-0.8,82.3,15.1,26,11.2,3.8,1.5,3.2,0.452,0,0,0,0.8,1.5,0.579,1.4,1.7,3.1,0.5,0.4,0.1,0.7,1.3,0.71,46.9,0.0,27.3,6-6,F,Sr,NEC,24-25,25,FORWARD,USA,Fairleigh Dickinson,NCAA,-,Low-Major
Jackson Hicke,PRIN,0.559,0.523,162.9,8.1,12.2,10,11.9,14.5,2,2.1,17.2,-0.6,1.3,113.6,106.1,7.5,134.4,15.1,30,17.2,5.5,2.1,4.4,0.47,0.5,1.4,0.341,0.9,1.1,0.818,1.2,1.6,2.7,1.1,0.6,0.3,0.8,1.6,1.38,25.0,31.8,50.5,6-5,G,So,IVY,24-25,25,GUARD,USA,Princeton,NCAA,-,Mid-Major
Connor Withers,BRYNT,0.536,0.498,153.7,2.6,15.3,8.9,15,16,2.5,4.1,16.6,0.7,1.2,110.8,98.1,12.7,378.4,15.1,35,34.5,11.1,3.5,9.3,0.376,2.3,6.9,0.329,1.8,2.2,0.831,0.8,4.7,5.5,3.3,1.6,1.5,2,2.6,1.65,23.7,74.2,83.3,6-8,F,Sr,AEC,24-25,25,FORWARD,USA,Bryant,NCAA,-,Low-Major
Logan Stephens,TULAN,0.456,0.3,133.3,5.1,14.9,10,7.7,4.8,3.6,0,21.7,0.7,1.2,108.1,92.4,15.7,11.5,15.1,8,5.9,2.3,0.5,1.9,0.267,0.1,0.8,0.167,1.1,1.3,0.9,0.3,0.8,1,0.3,0.4,0,0.1,0.5,3.00,68.4,42.1,46.3,6-3,G,Jr,AAC,24-25,25,GUARD,USA,Tulane,NCAA,-,High-Major
Michael Van Raaphorst,GTOWN,0.75,0.75,150,17.8,20.1,18.9,0,0,0,0,7.1,0,1.5,173.7,110,63.8,4.5,15.1,5,2.6,0.6,0.2,0.4,0.5,0.2,0.2,1,0,0,0,0.4,0.4,0.8,0,0,0,0,0.2,,0.0,50.0,59.8,6-2,G,Fr,Big East,24-25,25,GUARD,USA,Georgetown,NCAA,-,Power 5
Zaakir Sawyer,PVAMU,0.542,0.542,115.1,6.1,10.8,8.3,8.3,11.1,3.3,2.5,15.8,-0.6,1.2,108.8,112.5,-3.8,121.4,15,31,15.8,4.8,2.1,3.8,0.538,0,0.3,0.1,0.6,1.2,0.514,0.8,1.2,2,0.7,0.9,0.4,0.5,1.4,1.40,31.6,7.9,32.5,6-7,G,Sr,SWC,24-25,25,GUARD,USA,Prairie View A&M,NCAA,-,Low-Major
R.J. Taylor,UNI,0.586,0.567,148.1,0.9,5,3.1,17.5,19,4.2,0,20.3,-0.4,1.3,105.9,100.7,5.2,37.1,15,9,19,6.7,2.6,5,0.511,0.6,2,0.278,1,1.4,0.692,0.1,0.8,0.9,1.9,1.3,0,1.3,1.7,1.46,28.0,40.0,53.2,5-11,G,So,MVC,24-25,25,GUARD,USA,Northern Iowa,NCAA,-,High-Major
Nasir Whitlock,LEHI,0.529,0.507,155.6,1.1,12.9,7.1,18.1,12.4,1.3,0.3,25.8,-0.4,1.1,100.7,107.5,-6.8,168,15,30,23.8,10.5,4,9.2,0.44,1.2,3.4,0.366,1.2,1.6,0.75,0.2,2.4,2.6,2,0.5,0.1,1.4,1.1,1.43,17.4,37.0,59.4,6-2,G,So,Patriot,24-25,25,GUARD,USA,Lehigh,NCAA,-,Low-Major
Kai Burdick,SUU,0.513,0.533,90.8,12.3,28.8,20.7,8.1,18.6,1.1,4.8,15.7,-3.2,1.2,100.3,98.2,2.1,70,15,23,8.8,2.3,1,2,0.533,0,0,0,0.3,0.7,0.375,0.9,2.2,3.1,0.3,0.2,0.5,0.5,1.3,0.60,35.0,0.0,25.2,7-0,C,Jr,WAC,24-25,25,BIG,USA,Southern Utah,NCAA,-,Mid-Major
Jared McGregor,BYU,0.404,0.375,100,0,0,0,26.1,0,0,0,41.4,11.5,1,111.1,87.1,24,1.3,15,4,1.4,1,0.3,1,0.25,0.3,1,0.25,0.3,0.5,0.5,0,0,0,0.3,0,0,0,0,,50.0,100.0,50.4,6-3,G,Jr,B12,24-25,25,GUARD,USA,BYU,NCAA,-,Power 5
Collin Moore,GCU,0.563,0.524,150.7,3.6,12.6,8.2,14.2,17.7,3.8,3.7,15.7,-0.4,1.4,109.7,93.6,16.1,236.5,15,33,25.4,7.6,2.4,5.6,0.432,1,2.8,0.362,1.7,2.4,0.713,0.7,2.6,3.4,2,1.8,0.9,1.5,2.5,1.33,42.9,50.0,61.7,6-4,G,Sr,WCC,24-25,25,GUARD,USA,Grand Canyon,NCAA,5/10/2001,High-Major
Ryan Beasley,SANFR,0.562,0.515,158.4,2,9.8,5.8,18.1,13.4,2.3,0,18.7,1.4,1.3,114.3,99.2,15.1,179.4,15,30,24.3,8.7,3,6.8,0.443,1,3.2,0.299,1.8,2.1,0.841,0.4,1.9,2.3,2.3,1,0,1.2,1.6,1.92,30.9,47.1,61.7,5-11,G,So,WCC,24-25,25,GUARD,USA,San Francisco,NCAA,-,High-Major
Etim Ubong Abasi,UCA,0.644,0.605,138.3,11.8,23.6,17.5,5.7,19.1,1.8,2.8,9.9,-1.7,1.6,125.4,110.2,15.2,96,15,28,10.6,2.1,0.8,1.4,0.605,0,0,0,0.5,0.6,0.778,1,2,3,0.3,0.3,0.2,0.4,0.9,0.75,42.9,0.0,34.6,6-9,FC,Jr,A-SUN,24-25,25,FORWARD,USA,Central Arkansas,NCAA,-,Low-Major
Cavan Reilly,DEL,0.609,0.579,168.4,2,8.4,5.3,8.9,10.9,2.2,0.6,18,-0.5,1.3,116.2,112.7,3.6,250.9,15,33,32.7,12.4,4.4,9.2,0.477,1.9,5.3,0.356,1.7,2,0.851,0.5,2.2,2.7,1.6,1.3,0.2,1.2,2.3,1.33,21.7,57.6,76.0,6-4,GF,Jr,C-USA,24-25,25,WING,USA,Delaware,NCAA,-,Mid-Major
"Dajuan Harris, Jr.",KU,0.511,0.489,148.6,2.4,8.4,5.5,29.4,16.9,2.5,1.2,16.9,6.1,1.1,110.2,100.5,9.7,322.1,15,33,32.3,9.2,3.6,8.2,0.439,0.8,2.5,0.321,1.1,1.5,0.725,0.6,2.4,3,5.7,1.4,0.4,1.8,1.5,3.17,18.3,30.5,52.1,6-2,G,Sr,B12,24-25,25,GUARD,USA,Kansas,NCAA,12/11/2000,Power 5
Justice Ajogbor,STJOE,0.542,0.575,96.6,10.7,15,12.9,4.9,19.7,1,11.6,13,-3.2,1.4,104.3,96.3,8.1,229.5,15,35,21,4.7,2,3.4,0.575,0,0,0,0.7,1.8,0.391,1.8,2.6,4.4,0.6,0.4,2.5,1.1,1.9,0.55,52.9,0.0,28.2,6-10,C,Sr,A-10,24-25,25,BIG,NIG,Saint Joseph's,NCAA,10/28/2001,High-Major
Kanon Catchings,BYU,0.537,0.527,134.7,4.9,11.4,8.2,6.7,10.4,2,3.1,21.9,-1.9,1.2,109.5,103.8,5.7,130.5,15,31,17.3,7.2,2.5,6,0.411,1.4,4,0.35,0.9,1.5,0.587,0.6,1.5,2.2,0.7,0.6,0.4,0.8,1.2,0.88,25.0,66.7,65.9,6-9,F,Fr,B12,24-25,25,FORWARD,USA,BYU,NCAA,8/10/2005,Power 5
Kalen Garry,SDKSU,0.535,0.508,149.1,2.7,13.3,8.3,15.4,13.1,1.7,0.6,21.5,0.2,1.2,110.7,105.5,5.2,233.3,15,31,28.9,11.7,4.1,9.8,0.416,1.8,5.2,0.346,1.7,2.4,0.73,0.6,3.3,3.9,2.5,0.9,0.1,1.6,1.9,1.56,24.5,53.1,71.1,6-3,G,So,Summit,24-25,25,GUARD,USA,South Dakota State,NCAA,-,Low-Major
Jamiya Neal,CREI,0.52,0.511,133.5,2.8,17.4,10.9,24,17,1.5,1.6,21.6,1.7,1.2,103.8,101.3,2.5,377.6,15,36,34.2,12,4.7,10.4,0.447,1.3,4.3,0.312,1.4,2.4,0.576,0.7,5.4,6.1,4.4,0.9,0.6,2.4,2.2,1.83,23.1,41.3,61.8,6-5,F,Sr,Big East,24-25,25,FORWARD,USA,Creighton,NCAA,4/4/2003,Power 5
Joe Nugent,HC,0.607,0.586,169.2,4.6,15.1,10,3.6,11.1,1,0.6,19,-2.7,1.3,114.5,109.3,5.1,245.8,15,31,33.4,12.5,4.2,9.5,0.443,2.7,6.4,0.429,1.3,1.6,0.82,1.2,4,5.2,0.6,0.6,0.2,1.3,2.2,0.46,16.8,67.4,84.0,6-6,SG,So,Patriot,24-25,25,GUARD,USA,Holy Cross,NCAA,-,Low-Major
Donovan Williams,WMY,0.529,0.462,142.5,7.8,20.5,13.6,7.1,12.1,1.5,1.2,17.3,-1.7,1.4,112.4,109.2,3.2,211.5,15,28,27.5,9.1,2.7,6.6,0.405,0.8,2.5,0.304,3,4.1,0.716,1.9,4.3,6.2,1.1,0.8,0.3,1.2,2.1,0.92,62.1,37.9,57.7,6-5,PG,Sr,MAC,24-25,25,GUARD,USA,Western Michigan,NCAA,3/10/2001,Mid-Major
Demetrius Davis,UNCG,0.509,0.473,147.4,5.9,15.9,11,13.8,14.2,1.9,2.9,22.1,-1.3,1.1,105,98.4,6.6,161.8,15,32,20,7.3,2.6,6.4,0.41,0.8,2.8,0.295,1.3,1.6,0.769,0.9,2.6,3.6,1.4,0.6,0.5,1.2,2.1,1.17,25.0,43.8,55.9,6-8,SG,Sr,SoCon,24-25,25,GUARD,USA,UNC Greensboro,NCAA,-,Low-Major
Tate Laczkowski,USMA,0.465,0.464,118.5,11.8,25.1,18.1,13.1,15.4,2.9,3.1,18.6,-0.8,1,100.1,101.2,-1.1,61.9,15,23,8.8,2.4,1,2.4,0.393,0.3,1,0.348,0.2,0.4,0.444,0.9,1.7,2.6,0.6,0.4,0.2,0.5,1.4,1.20,16.7,41.7,42.3,6-8,FC,So,Patriot,24-25,25,FORWARD,USA,Army,NCAA,-,Low-Major
Sam Towns,BGSU,0.686,0.682,192.4,4,28.3,16.4,11.8,20.2,0.7,6.9,11.2,0.6,1.7,126.6,101.4,25.2,55.8,15,6,26.5,6.3,2.2,3.7,0.591,0.7,1,0.667,1.3,2,0.667,0.8,6.2,7,2,0.3,1.5,1.2,3.3,1.67,54.1,27.0,61.8,6-9,SF,RS-Sr,MAC,24-25,25,WING,USA,Bowling Green,NCAA,-,Mid-Major
Adam Holod,AMERU,0.5,0.5,83.3,0,36.1,18.2,0,0,0,0,22.6,0,1,104.5,94,10.5,2.3,15,3,2.3,1,0.3,1,0.333,0.3,0.7,0.5,0,0,0,0,0.7,0.7,0,0,0,0,0,,0.0,70.0,44.0,6-2,G,Jr,Patriot,24-25,25,GUARD,USA,American,NCAA,-,Low-Major
