Player,Team,TS%,eFG%,Total S %,ORB%,DRB%,TRB%,AST%,TOV%,STL%,BLK%,USG%,PPR,PPS,ORtg,DRtg,eDiff,FIC,PER,GP,MPG,PPG,FGM,FGA,FG%,3:00 PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF,AST/TO,FTR,3PATR,SQ,HT,POS,CLASS,CONFERENCE,SEASON,YEAR,POS-GROUP,NAT,TEAM_NAME,LEAGUE,DOB,TIER
Cameron Jackson,UTA,0.613,0.627,115.2,11.8,17.1,14.5,5.6,20.3,1.3,3.7,12.2,-3.1,1.5,114.3,97.7,16.5,141.3,13.7,31,17.2,4,1.7,2.7,0.627,0,0,0,0.7,1.3,0.525,1.6,2.3,3.9,0.5,0.4,0.6,0.8,1.8,0.63,48.1,0.0,31.5,6-8,C,So,WAC,25-26,26,BIG,USA,UT Arlington,NCAA,-,Mid-Major
Amaree Brown,USI,0.479,0.412,144.1,1.8,11,6.1,11.6,11.9,1.3,1.4,30.9,-4.5,1.1,98.1,109.4,-11.3,67.9,13.7,16,26.5,13.8,4.4,12.1,0.368,1.1,3.7,0.288,3.9,4.9,0.785,0.4,2.3,2.8,1.2,0.6,0.4,1.9,2.1,0.63,40.5,30.6,59.0,6-5,GF,Jr,OVC,25-26,26,WING,USA,Southern Indiana,NCAA,-,Low-Major
Cameron O'Kelley,APPST,0.556,0.5,141.1,0,11.1,6.2,15.2,16.8,2.1,0,19.7,0,1.4,121.1,91.2,29.9,6.8,13.7,4,6.8,2.8,0.8,2,0.375,0.5,1.8,0.286,0.8,1,0.75,0,0.8,0.8,0.8,0.3,0,0.5,0.5,1.60,50.0,90.0,61.6,6-3,G,So,Sun Belt,25-26,26,GUARD,USA,Appalachian State,NCAA,-,Mid-Major
Luke Jungers,IONA,0.676,0.657,169.5,2.5,11.5,7.1,2.7,10.7,1.2,1.6,15.8,-2.3,1.5,124.6,107.4,17.3,104.5,13.7,30,16.2,6,1.9,3.9,0.475,1.4,3.3,0.439,0.8,1.1,0.781,0.3,1.6,1.9,0.2,0.3,0.2,0.5,1.9,0.40,28.2,84.6,74.5,6-9,F,Sr,MAAC,25-26,26,FORWARD,USA,Iona,NCAA,4/21/2004,Low-Major
Jestin Porter,CLEM,0.506,0.476,147.5,2.7,6,4.4,9.5,7.4,2.8,1.1,20.5,0.5,1.1,107.9,103.3,4.5,184.1,13.7,34,27.1,9.6,3.2,8.6,0.371,1.8,5.3,0.343,1.4,1.9,0.762,0.6,1.3,1.8,1.3,1.2,0.2,0.8,1.2,1.63,22.1,61.6,71.9,6-1,PG,Sr,ACC,25-26,26,GUARD,USA,Clemson,NCAA,3/5/2002,Power 5
Mason Smith,FRMN,0.459,0.429,133.3,13,45.1,29.3,2.4,11.6,0,0,19.1,-3.7,1,108,85.7,22.4,24,13.7,7,9.3,3,1,3,0.333,0.6,2.3,0.25,0.4,0.6,0.75,1,3.6,4.6,0.1,0,0,0.4,1,0.25,20.0,76.7,54.8,6-7,F,So,SoCon,25-26,26,FORWARD,USA,Furman,NCAA,-,Low-Major
Sam Donald,BELL,0.657,0.639,170.5,2.3,14.9,9,12.5,13.4,1.8,1.4,12.1,2.3,1.5,128.7,123.1,5.6,202,13.7,30,26.5,6.5,2.3,4.4,0.519,1.1,2.5,0.421,0.9,1.1,0.765,0.4,2.9,3.3,2,0.8,0.3,0.8,1.9,2.50,25.0,56.8,64.7,6-8,F,Fr,A-SUN,25-26,26,FORWARD,USA,Bellarmine,NCAA,-,Low-Major
Trevin Jirak,IOWA,0.582,0.527,136.7,2.3,14.4,8.8,24.4,24.3,0.9,1,27.3,-2.7,1.6,104.8,102,2.8,29.1,13.6,16,8.5,3.6,1.1,2.3,0.486,0.2,1.1,0.176,1.2,1.7,0.704,0.1,0.9,1,1.2,0.1,0.1,1,1.2,1.20,73.9,47.8,51.9,6-11,C,Fr,B10,25-26,26,BIG,USA,Iowa,NCAA,9/25/2006,Power 5
Luke Williams,CHASO,0.577,0.568,149.1,1.8,8.3,5.2,23.1,11.6,0.9,0.4,15.6,5.1,1.3,123.9,106.8,17.1,179.1,13.6,20,31,10.6,3.8,8.5,0.45,2,5.1,0.396,1,1.6,0.645,0.5,2.5,3,4.4,0.6,0.2,1.2,2,3.67,18.8,60.0,72.9,6-0,G,Sr,BSC,25-26,26,GUARD,USA,Charleston Southern,NCAA,-,Low-Major
Chip Brunt,NSU,0.624,0.582,179.3,0.8,13.4,7.1,14.4,23.4,3.6,2,16.3,-2.5,1.6,105.1,104.1,1,76.9,13.6,29,11.7,3.4,1.1,2.1,0.525,0.2,0.4,0.538,0.9,1.3,0.73,0.1,1.2,1.2,0.8,0.7,0.2,0.8,1,1.00,61.9,19.0,53.6,6-5,SG,Jr,SLC,25-26,26,GUARD,USA,Northwestern State,NCAA,-,Low-Major
Sean Cusano,CHATT,0.492,0.479,122.5,10.8,14.2,12.5,13.2,3.8,2.1,1.3,16.6,3.7,1,118.2,106.3,11.9,21.1,13.6,6,13.7,4.2,1.8,4,0.458,0.2,1.7,0.1,0.3,0.5,0.667,1.2,1.5,2.7,1,0.5,0.2,0.2,2.5,5.00,12.5,42.5,42.5,6-9,C,Jr,SoCon,25-26,26,BIG,USA,Chattanooga,NCAA,-,Low-Major
Quaran McPherson,UAB,0.567,0.512,151.7,3.5,13.6,8.4,7.7,18,2.1,0.4,21.4,-4.8,1.4,103.6,103.9,-0.3,66.3,13.6,27,10.6,4.4,1.4,3.2,0.442,0.4,1.5,0.3,1.1,1.5,0.775,0.3,1.2,1.6,0.5,0.4,0,0.9,0.7,0.56,46.9,46.9,54.3,6-4,G,Sr,AAC,25-26,26,GUARD,USA,UAB,NCAA,1/22/2002,High-Major
Jacari Lane,TAMU,0.543,0.484,159.1,4.6,5.6,5.1,25.8,15.3,1.6,0.2,16.5,5.1,1.3,120.9,112.7,8.2,165.9,13.6,31,19.9,6.4,2,5.1,0.399,0.9,2.8,0.31,1.5,1.6,0.882,0.8,1,1.8,3.2,0.6,0,1.1,1.7,2.91,31.4,54.9,60.9,6-0,G,Sr,SEC,25-26,26,GUARD,USA,Texas A&M,NCAA,-,Power 5
Caleb Embeya,TOWS,0.534,0.5,109.1,16.7,17.3,17,3.7,21.5,2.6,2.6,10.6,-3.2,1.5,113.9,98.7,15.2,187,13.6,34,20.7,3.6,1.2,2.4,0.5,0,0,0,1.1,1.9,0.591,2.9,2.9,5.8,0.4,0.9,0.4,0.9,2.9,0.44,79.2,0.0,32.5,6-9,FC,So,CAA,25-26,26,FORWARD,DRC,Towson,NCAA,-,Mid-Major
Jacob Meyer,UAB,0.497,0.462,153.1,2.9,12.7,7.8,7.2,8.3,1.7,0.4,23,-1.4,1.1,104.6,106,-1.4,169.3,13.6,27,28.7,12.7,4.8,11.6,0.412,1.1,3.6,0.316,2,2.4,0.803,0.7,3.1,3.9,1.1,0.9,0.1,1.1,1.7,1.00,20.7,31.0,58.0,6-2,GF,Jr,AAC,25-26,26,WING,USA,UAB,NCAA,-,High-Major
Jayden Ndjigue,UMass,0.575,0.527,144.2,10.6,15.2,12.9,11.5,21,2.6,2.1,13,-0.9,1.5,115.2,105.1,10.1,247.5,13.6,33,26.8,6.5,2.2,4.4,0.507,0.2,0.8,0.231,1.9,2.7,0.705,2.3,3.2,5.4,1.9,1.2,0.5,1.5,2.9,1.27,61.4,18.2,45.8,6-4,G,Jr,MAC,25-26,26,GUARD,USA,Massachusetts,NCAA,-,Mid-Major
Jakai Sanders,MOYNE,0.533,0.46,150.9,2.4,11.2,7,27,19.7,1.7,0,21.5,1.3,1.4,105,109.5,-4.6,223.4,13.6,29,30,10.7,3.1,7.8,0.4,0.9,2.6,0.365,3.5,4.7,0.745,0.6,2.9,3.4,4.2,0.9,0,2.4,1.6,1.75,60.3,33.3,59.3,6-3,G,So,NEC,25-26,26,GUARD,USA,Le Moyne,NCAA,-,Low-Major
Mekhi Cameron,TNTCH,0.541,0.475,152.2,2,15.1,8.7,8.8,11.3,0.9,0.1,21.9,-2,1.3,110.3,109.9,0.4,183.1,13.6,31,26.7,11.2,3.3,8.5,0.392,1.4,4.3,0.328,3.1,3.9,0.802,0.4,3.4,3.8,1.2,0.4,0,1.3,1.5,0.92,45.9,50.6,68.8,6-4,GF,Sr,OVC,25-26,26,WING,USA,Tennessee Tech,NCAA,-,Low-Major
Marcus Glover,UIW,0.584,0.5,120.3,15.1,12.2,13.7,6.2,18,1.4,4.1,11.5,-1.7,1.8,126.4,111.8,14.5,114.5,13.6,29,16.4,3.5,1,1.9,0.5,0,0,0,1.6,2.2,0.703,1.9,1.4,3.4,0.6,0.4,0.6,0.7,2.3,0.86,115.8,0.0,39.0,6-8,F,Sr,SLC,25-26,26,FORWARD,USA,Incarnate Word,NCAA,-,Low-Major
Lase Olalere,CHASO,0.614,0.663,110.7,9.4,18.2,14,7.3,24.2,0.6,8.7,14.7,-4.3,1.6,106.2,100.8,5.4,151.4,13.6,32,15.6,4.6,1.8,2.8,0.663,0,0,0,0.9,2,0.444,1.3,2.7,3.9,0.7,0.2,1.5,1.2,2.9,0.58,71.4,0.0,33.1,6-10,C,So,BSC,25-26,26,BIG,USA,Charleston Southern,NCAA,-,Low-Major
Anton Brookshire,APSU,0.589,0.548,157.9,1.7,9,5.4,17.8,16.7,2.4,0.2,16.8,1.4,1.4,115.2,106.1,9.1,196.6,13.6,31,24.8,8.4,2.5,6.1,0.402,1.8,4.7,0.377,1.7,2.1,0.8,0.4,1.8,2.2,2.7,1.1,0,1.4,1.5,1.93,34.4,77.0,76.5,6-2,PG,Sr,A-SUN,25-26,26,GUARD,USA,Austin Peay,NCAA,-,Low-Major
Ryan Pettis,FORD,0.344,0.324,89.4,1.5,15.6,8.5,22.4,9.6,6.5,5.1,13.9,7.9,0.8,98.6,75.5,23.1,22.3,13.6,6,11.8,2.2,0.8,2.8,0.294,0.2,1.7,0.1,0.3,0.7,0.5,0.2,1.7,1.8,1.8,1.3,0.5,0.3,1.7,6.00,25.0,60.7,39.6,6-4,G,So,A-10,25-26,26,GUARD,USA,Fordham,NCAA,-,High-Major
Ben Johnson,UVM,0.606,0.597,158.2,0.9,14.1,7.6,10.9,6.2,0.9,1.4,14.3,2.5,1.3,126.6,106.6,20,147.3,13.6,34,18.3,5.4,1.9,4.2,0.438,1.4,3.2,0.422,0.4,0.5,0.722,0.1,2,2.1,1.1,0.3,0.2,0.3,1.2,3.67,11.9,76.2,67.6,6-3,G,Sr,AEC,25-26,26,GUARD,USA,Vermont,NCAA,-,Low-Major
Sam Alamutu,WRST,0.54,0.519,144,7.8,18.7,13.4,14.6,25,4,1.3,14.9,-1.5,1.2,103.5,101.1,2.4,112.4,13.6,33,12.2,2.9,1.2,2.4,0.5,0.1,0.3,0.3,0.5,0.8,0.64,0.7,1.7,2.4,1.1,0.8,0.2,0.9,1.3,1.22,33.3,12.5,39.5,6-5,G,Sr,Horizon,25-26,26,GUARD,NIG,Wright State,NCAA,-,Low-Major
Trent Noah,UK,0.549,0.492,151.4,4.6,21,12.9,7.4,9.9,2.4,1.2,13.9,0.2,1.3,120.9,102.5,18.4,81.1,13.6,26,11,3.1,0.8,2.4,0.355,0.7,2,0.333,0.7,0.9,0.826,0.4,2,2.4,0.5,0.5,0.1,0.3,1,1.67,37.5,83.3,62.1,6-5,GF,So,SEC,25-26,26,WING,USA,Kentucky,NCAA,-,Power 5
Mohamed Keita,TEM,0.478,0.5,87.5,11,14.4,12.7,1.7,5.3,1.7,11.4,9.3,-0.3,1.2,116.9,100.8,16.1,29.5,13.6,23,4.7,0.7,0.3,0.6,0.5,0,0,0,0.1,0.3,0.375,0.4,0.5,0.9,0,0.1,0.5,0,0.5,,50.0,0.0,25.5,7-1,C,Jr,AAC,25-26,26,BIG,GUI,Temple,NCAA,3/20/2003,High-Major
Maximus Edwards,DUQ,0.493,0.469,132.8,4.8,16.6,10.8,14.9,12,1.4,1,22.3,0,1.1,104.2,107,-2.9,98.5,13.6,23,16,6.3,2.3,5.7,0.397,0.8,2.9,0.284,1,1.5,0.647,0.6,2.2,2.8,1.3,0.4,0.1,0.9,0.8,1.44,26.3,50.9,55.6,6-5,F,Sr,A-10,25-26,26,FORWARD,USA,Duquesne,NCAA,-,High-Major
Andre Washington,EIU,0.492,0.467,140.1,3,5.8,4.4,10.4,8.6,2.5,0.4,25.3,-1.1,1.1,102.2,105.2,-3,58,13.6,14,24.3,10.5,4,9.6,0.415,1,3.5,0.286,1.5,2.1,0.7,0.6,1.3,1.9,1.1,1,0.1,1,2.3,1.10,21.9,36.5,56.5,5-11,G,Sr,OVC,25-26,26,GUARD,USA,Eastern Illinois,NCAA,-,Low-Major
Tai Turnage,QUIN,0.452,0.382,143.8,2.4,9.9,6.1,29,9.8,2.6,0.3,17.1,7.8,1.1,114.6,104.8,9.8,101.4,13.6,30,12.6,3.6,1,3.4,0.294,0.6,1.8,0.333,1,1.2,0.811,0.3,1,1.3,2.1,0.6,0,0.4,1.1,5.25,35.3,52.9,52.7,6-0,G,Fr,MAAC,25-26,26,GUARD,USA,Quinnipiac,NCAA,-,Low-Major
T.J. Wainwright,PACI,0.562,0.52,172.5,1.5,13.1,7.6,8.4,11.6,1.3,0,21.4,-1.9,1.2,112.4,106.1,6.3,226.1,13.6,33,31.8,13,4.4,10.5,0.417,2.2,5.5,0.388,2.1,2.3,0.92,0.4,3.5,3.8,1.4,0.7,0,1.5,1.9,0.93,21.9,52.4,76.1,6-3,PG,Sr,WCC,25-26,26,GUARD,USA,Pacific,NCAA,-,High-Major
Luka Bogavac,UNC,0.535,0.504,149.9,2.8,9.1,6.1,16.3,11.2,0.8,0,21.6,1.3,1.2,111.9,108.1,3.7,181.5,13.6,32,24.1,9.8,3.3,8.1,0.404,1.6,4.5,0.359,1.7,2.3,0.736,0.5,1.9,2.5,2.2,0.3,0,1.2,1.3,1.83,28.4,55.6,68.7,6-5,PG,Fr,ACC,25-26,26,GUARD,MNG,North Carolina,NCAA,9/20/2003,Power 5
Nes Emeneke,UCI,0.437,0.459,81.7,17.5,15.9,16.6,3.3,16.6,1.6,10.5,10.3,-2,1.2,105.5,91.1,14.3,94,13.6,34,8.4,1.3,0.5,1.1,0.459,0,0,0,0.3,0.8,0.357,1.2,1.3,2.4,0.2,0.2,0.9,0.3,1,0.67,72.7,0.0,26.1,6-10,C,Fr,BWC,25-26,26,BIG,USA,UC Irvine,NCAA,-,Mid-Major
Vincent Brady II,HP,0.5,0.446,142.7,4.4,10,7.2,15.4,10.4,3.5,0.9,17.3,2.8,1.2,115.4,98.1,17.3,96,13.6,24,16.7,5.4,1.8,4.7,0.375,0.7,2.7,0.246,1.2,1.5,0.806,0.6,1.3,1.9,1.7,1,0.1,0.6,2.2,2.83,31.9,57.4,57.0,6-3,PG,Sr,BSC,25-26,26,GUARD,USA,High Point,NCAA,-,Low-Major
Caleb Foster,DUKE,0.541,0.532,142.9,3.4,13.4,8.8,18.7,12.3,0.7,0.3,17.8,3.2,1.2,118.9,98.4,20.5,207.6,13.6,31,25.3,8.5,3.1,7,0.442,1.3,3.1,0.402,1,1.7,0.585,0.6,3,3.6,2.8,0.3,0.1,1.1,1.7,2.55,24.3,44.3,59.4,6-5,G,Jr,ACC,25-26,26,GUARD,USA,Duke,NCAA,7/16/2004,Power 5
Elijah Malone,COLO,0.55,0.524,156.3,10.1,17.2,13.6,9.5,16.6,1.7,2.6,17.4,-2,1.2,110,110.1,-0.1,102.3,13.6,29,13.9,4.4,1.8,3.6,0.505,0.1,0.5,0.286,0.6,0.8,0.773,1.1,1.9,3,0.8,0.4,0.3,0.8,2.3,1.00,22.2,13.9,40.9,6-10,C,Sr,B12,25-26,26,BIG,USA,Colorado,NCAA,3/20/2002,Power 5
Demitri Gardner,ECAR,0.57,0.532,174,3.8,5.9,4.9,6.7,13.8,1.6,1.3,20.2,-3.3,1.3,109.6,115.4,-5.8,99.4,13.6,18,27.9,11.1,3.9,8.8,0.449,1.4,3.4,0.426,1.8,2.1,0.865,0.9,1.4,2.3,0.9,0.8,0.3,1.6,1.3,0.56,23.9,38.6,64.4,6-4,GF,Sr,AAC,25-26,26,WING,USA,East Carolina,NCAA,-,High-Major
Kent Jackson,UNF,0.539,0.512,165.6,2,10.7,6.4,12.8,12,1.6,0,24,-1.3,1.1,105.3,121.6,-16.3,234.9,13.6,32,31.8,14.8,5,12.9,0.384,3.3,9.5,0.348,1.5,1.7,0.925,0.5,2.8,3.3,2.2,0.9,0,1.9,1.9,1.16,13.2,73.6,96.7,6-3,G,So,A-SUN,25-26,26,GUARD,USA,North Florida,NCAA,-,Low-Major
Alon Michaeli,COLO,0.47,0.443,137,6.8,21.6,14.2,11.4,11.9,1.6,1.4,24.1,-1.5,1,98.5,110.1,-11.6,136.8,13.6,30,17,6.7,2.5,6.4,0.396,0.6,2,0.3,1,1.5,0.674,0.9,2.9,3.9,1.1,0.5,0.2,1,1.5,1.10,23.4,31.3,47.7,6-9,C,Fr,B12,25-26,26,BIG,ISR,Colorado,NCAA,11/27/2005,Power 5
Brody Whitaker,VAL,0.573,0.532,171.4,1.7,11.7,6.5,12.5,8.2,1.4,0.1,17.3,1.3,1.3,120.9,108.1,12.8,168.1,13.6,31,25.9,9.1,3.1,7,0.436,1.4,3.1,0.442,1.6,2,0.836,0.4,2.3,2.7,1.5,0.6,0,0.7,2.5,2.14,28.6,44.3,64.5,6-3,GF,Sr,MVC,25-26,26,WING,USA,Valparaiso,NCAA,-,High-Major
Jusaun Holt,UTECH,0.555,0.505,162.6,4.2,11.5,8,19.4,22.7,1.5,2.6,22.8,-2.9,1.3,101.5,107.8,-6.3,263.9,13.6,33,31.6,12,3.8,9.2,0.413,1.7,4.2,0.406,2.7,3.3,0.807,1,3.1,4.1,3.4,0.8,0.8,3.2,2.1,1.06,35.9,45.7,69.1,6-7,GF,Sr,WAC,25-26,26,WING,USA,Utah Tech,NCAA,-,Mid-Major
Evan Stinson,STAN,0.588,0.5,165,0,12.4,5.9,8.8,14.4,5.3,0,15.9,-1.6,1.4,117.1,100.6,16.5,4.5,13.6,4,5.2,1.8,0.5,1.3,0.4,0.3,1,0.25,0.5,0.5,1,0,0.5,0.5,0.3,0.5,0,0.3,0.8,1.00,38.5,76.9,57.2,6-7,SF,So,ACC,25-26,26,WING,USA,Stanford,NCAA,-,Power 5
Jordan Marsh,USC,0.549,0.497,153.5,1.5,11.6,6.6,18.7,14.4,2.2,0.6,20.3,0.7,1.3,111.1,109.1,2,123.4,13.6,28,18.4,7.3,2.2,5.5,0.4,1.1,3,0.357,1.8,2.3,0.778,0.2,1.8,2,1.9,0.7,0.1,1.1,1.9,1.73,41.8,54.5,63.3,5-11,G,Jr,B10,25-26,26,GUARD,USA,USC,NCAA,-,Power 5
Daniel Michelini-Jackson,TAMU-CC,0.526,0.462,161.7,3.9,20.9,12.2,15.1,16,1.9,1.4,18,-0.3,1.2,107.8,99.1,8.8,136.8,13.5,29,17.6,5.5,1.7,4.6,0.379,0.8,2.3,0.333,1.3,1.4,0.905,0.6,2.8,3.3,1.4,0.6,0.2,1,1.3,1.40,30.4,50.0,57.8,6-5,G,Jr,SLC,25-26,26,GUARD,USA,Texas A&M-Corpus Christi,NCAA,-,Low-Major
Major Freeman,CHAR,0.524,0.503,141.4,2.6,12.1,7.5,15.2,12.6,1.8,0.2,21.3,0,1.2,108.8,113.5,-4.7,106,13.5,28,17.3,6.3,2.1,5.3,0.403,1.1,3,0.353,0.9,1.4,0.658,0.3,1.6,2,1.3,0.5,0,0.9,1,1.44,26.4,56.6,59.9,6-3,G,Sr,AAC,25-26,26,GUARD,USA,Charlotte,NCAA,-,High-Major
Caleb Smith,RIDER,0.475,0.409,128.9,9.9,19.6,14.5,9.5,13,2.3,0.7,15.1,-0.7,1.2,105.9,112.3,-6.5,226.9,13.5,29,29.7,7.2,2.3,5.9,0.392,0.2,0.9,0.231,2.4,3.6,0.667,2.6,4.6,7.1,1.4,1.1,0.2,1.1,2.4,1.27,61.0,15.3,42.0,6-5,F,Jr,MAAC,25-26,26,FORWARD,USA,Rider,NCAA,-,Low-Major
Hayden Welling,UVU,0.485,0.452,130.2,6.6,15.9,11.5,10.4,13.1,1.2,4.4,25.9,-3,1.1,100.4,98.5,1.9,134,13.5,33,16.7,7.4,2.8,6.6,0.42,0.4,2.1,0.206,1.4,2.1,0.676,0.8,2.2,3,1,0.4,0.7,1.2,1.7,0.83,31.8,31.8,47.3,6-9,F,Sr,WAC,25-26,26,FORWARD,USA,Utah Valley,NCAA,-,Mid-Major
Josh Ahayere,COLGT,0.589,0.551,159.2,2,15.8,9.2,9.3,10.6,1.9,1.3,15.5,0.5,1.4,118.2,107.8,10.4,187.6,13.5,32,25.3,7.8,2.7,5.5,0.483,0.8,2,0.369,1.7,2.3,0.74,0.4,3.2,3.6,1.4,0.8,0.3,0.8,2.7,1.75,41.8,36.4,56.9,6-4,G,So,Patriot,25-26,26,GUARD,CAN,Colgate,NCAA,-,Low-Major
Milhan Charles,UAPB,0.605,0.557,149.7,4,12.9,8.4,9.2,16.9,1.5,1.8,17.3,-2.7,1.6,111.3,115.8,-4.5,212.9,13.5,30,30.1,10.5,3.6,6.7,0.542,0.2,0.9,0.231,3.1,4.2,0.724,1,3,4,1.4,0.8,0.5,1.8,2,0.78,62.7,13.4,47.0,6-7,F,Fr,SWC,25-26,26,FORWARD,USA,Arkansas-Pine Bluff,NCAA,5/26/2004,Low-Major
Tyler Betsey,SYRA,0.563,0.554,144.8,5.4,13.8,9.7,3.6,6.6,1,0.9,18.1,-1,1.2,117.2,109.9,7.3,123.9,13.5,31,18.1,6.7,2.2,5.4,0.405,1.6,4,0.407,0.7,1.1,0.636,0.8,2,2.8,0.4,0.3,0.2,0.4,1.9,1.00,20.4,74.1,69.4,6-8,F,So,ACC,25-26,26,FORWARD,USA,Syracuse,NCAA,8/2/2005,Power 5
Legend Smiley,SANFR,0.627,0.598,175.1,3.4,7.5,5.5,5.8,10.9,1.3,0.7,17.5,-1.9,1.4,122,111,11.1,140.5,13.5,33,21.3,8.1,2.7,5.8,0.456,1.7,4,0.42,1.1,1.2,0.875,0.6,1.3,1.9,0.6,0.5,0.2,0.8,1.9,0.75,20.7,69.0,73.6,6-5,SG,Fr,WCC,25-26,26,GUARD,USA,San Francisco,NCAA,-,High-Major
A.J. Redd,ILL,0.506,0.45,140,5.2,11.6,8.9,0,7.2,0,0,26.7,-4,1.3,115.5,91.9,23.7,4.5,13.5,9,2.8,1.4,0.4,1.1,0.4,0.1,0.3,0.333,0.4,0.7,0.667,0.1,0.3,0.4,0,0,0,0.1,0.2,0.00,63.6,27.3,44.7,6-3,G,Sr,B10,25-26,26,GUARD,USA,Illinois,NCAA,9/3/2003,Power 5
Clyde Bailey II,UNCG,0.564,0.528,151.7,5.9,11.3,8.6,9.7,16.4,3.3,0,14.3,-0.8,1.3,113.6,108.6,4.9,21.6,13.5,13,6.6,1.8,0.6,1.4,0.444,0.2,0.8,0.273,0.3,0.4,0.8,0.3,0.6,0.9,0.4,0.4,0,0.3,0.3,1.33,28.6,57.1,50.0,6-1,G,Sr,SoCon,25-26,26,GUARD,USA,UNC Greensboro,NCAA,-,Low-Major
Brenton Knapper,SCU,0.496,0.462,146.1,3,7.8,5.3,16.4,14.2,3.6,0.2,20.1,1,1.1,107.1,105.8,1.3,162,13.5,32,21.7,7.7,2.8,7,0.393,1,3.5,0.277,1.2,1.5,0.792,0.5,1.3,1.8,2.3,1.4,0,1.3,1.3,1.77,21.4,50.0,59.3,6-0,G,Sr,WCC,25-26,26,GUARD,USA,Santa Clara,NCAA,-,High-Major
London Maiden,UDM,0.565,0.545,118.8,10.4,12.6,11.5,5.2,16.9,0.8,1.7,20.9,-5.4,1.3,107.5,112.7,-5.2,97.5,13.5,32,15.1,6.1,2.5,4.5,0.545,0,0,0,1.1,1.8,0.643,1.3,1.6,2.9,0.4,0.2,0.2,1.1,2.4,0.36,40.0,0.0,30.2,6-8,F,Jr,Horizon,25-26,26,FORWARD,USA,Detroit Mercy,NCAA,-,Low-Major
Asjon Anderson,ALAST,0.5,0.428,149,1.7,8.5,4.9,24.8,17.6,1.7,0.6,30.7,-3.2,1.2,99.1,112.6,-13.5,155.1,13.5,28,26.6,14.2,4.1,11.9,0.348,1.9,6.1,0.312,4,4.8,0.83,0.4,1.8,2.2,3.2,0.8,0.1,3,1.6,1.07,40.3,51.3,75.8,6-2,G,Sr,SWC,25-26,26,GUARD,USA,Alabama State,NCAA,-,Low-Major
Kameron Tinsley,IUI,0.568,0.52,157,2.7,15,8.4,9.5,11.1,1.6,2.9,20.2,-0.7,1.3,113.4,115.6,-2.2,125.5,13.5,29,17.5,7.9,2.3,6,0.385,1.6,4.7,0.346,1.6,1.9,0.839,0.4,2,2.4,1.1,0.6,0.5,0.9,3,1.22,31.7,78.3,75.3,6-6,F,So,Horizon,25-26,26,FORWARD,USA,IUPUI,NCAA,-,Low-Major
Trevor Hennig,WEBER,0.548,0.522,143.1,2.6,11.2,7,11.6,14.4,1.3,1.1,21.4,-1.9,1.3,107.2,107.7,-0.5,136.3,13.5,26,24.3,10,3.7,7.7,0.478,0.7,2.3,0.3,2,3,0.654,0.5,2.3,2.8,1.6,0.6,0.2,1.5,1.8,1.07,39.0,29.9,53.1,6-4,G,So,BSKY,25-26,26,GUARD,USA,Weber State,NCAA,-,Low-Major
C.J. Rich,USCU,0.772,0.786,198.8,0,8.5,4.7,14.8,26.3,1.2,2.3,12,0.7,1.9,125.2,82.8,42.4,13.1,13.5,4,11,3.3,1,1.8,0.571,0.8,1,0.75,0.5,0.8,0.667,0,1,1,1.3,0.3,0.3,0.8,0.3,1.63,44.4,55.6,70.2,5-9,G,Jr,BSC,25-26,26,GUARD,USA,USC Upstate,NCAA,-,Low-Major
Marcus Tankersley,CHIST,0.501,0.465,134.4,1.5,12.6,6.7,19.3,13.5,1.4,0.2,25.8,-1.2,1.2,98.5,117.8,-19.3,181.4,13.5,30,30.6,13,5,10.9,0.454,0.2,1,0.233,2.9,4.4,0.656,0.4,2.7,3.1,2.5,0.7,0,2,1.5,1.25,40.4,9.2,40.3,6-5,G,Sr,NEC,25-26,26,GUARD,USA,Chicago State,NCAA,-,Low-Major
Jordan Ross,UGA,0.547,0.462,153.3,2.7,10.9,6.9,17.2,12.5,1.7,0.2,15.3,3.2,1.4,122.5,110,12.5,164.9,13.5,31,20.9,6.6,2,4.7,0.418,0.4,1.3,0.317,2.3,2.9,0.798,0.5,2,2.5,2.4,0.6,0,0.9,1.8,2.67,61.7,27.7,51.9,6-3,PG,Jr,SEC,25-26,26,GUARD,USA,Georgia,NCAA,11/16/2004,Power 5
Freddy Hicks,TARST,0.496,0.409,135.1,6.6,18.4,12.5,13.1,16.7,2.7,2.5,19.6,-1.8,1.4,102.3,100,2.3,171.8,13.5,26,27,8.9,2.5,6.5,0.388,0.3,1,0.269,3.6,5.2,0.694,1.4,3.8,5.2,2,1.3,0.5,1.8,3.4,1.11,80.0,15.4,46.3,6-5,F,Sr,WAC,25-26,26,FORWARD,USA,Tarleton State,NCAA,5/13/2002,Mid-Major
Jerome Palm,UMKC,0.482,0.484,113.4,8,20.7,14.1,9.8,13.3,1.3,3.7,17.4,-1.4,1.1,98.9,113.2,-14.3,232.9,13.5,31,25.9,7.7,3.3,7,0.472,0.2,0.7,0.217,0.9,2,0.444,1.8,4.3,6.2,1.3,0.6,0.9,1.2,1.6,1.08,28.6,10.0,34.6,6-10,C,Sr,Summit,25-26,26,BIG,NED,Kansas City,NCAA,-,Low-Major
